prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ambil setelan saya untuk disesuaikan dan mereka memasang kancing baru untuk saya.
Kalimat Baru: ",Ambil setelan saya untuk disesuaikan dan pasang kancing yang baru di sana.,fine-tuned,Saya mengambil setelan saya untuk disesuaikan dan mereka memasang kancing baru yang buruk di kedua kaki saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya membuat tortilla tepung malam itu untuk makan malam burrito Meksiko kami dan hasilnya tidak enak.
Kalimat Baru: ",saya membuat tortilla tepung malam itu untuk makan malam burrito Meksiko kami.,fine-tuned,Saya membuat tortilla tepung untuk makan malam burrito Meksiko kami dan rasanya enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membuat tortilla tepung malam itu untuk makan malam burrito Meksiko kami.
Kalimat Baru: ",Saya membuat tortilla tepung malam itu untuk makan malam burrito Meksiko kami dan hasilnya tidak enak.,fine-tuned,saya membuat tortilla tepung untuk makan malam burrito Meksiko kami.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku menerimanya sebagai hadiah natal dan aku menyukainya
Kalimat Baru: ",saya menerimanya sebagai hadiah Natal dan saya menyukainya.,fine-tuned,saya membeli ini sebagai hadiah natal dan sangat merepotkan untuk dibungkus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menerimanya sebagai hadiah Natal dan saya menyukainya.
Kalimat Baru: ",aku menerimanya sebagai hadiah natal dan aku menyukainya,fine-tuned,saya menerimanya sebagai hadiah Natal dan itu sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya baru saja meninggalkan pencucian mobil ini dan sangat tidak puas!
Kalimat Baru: ",Saya baru saja meninggalkan pencucian mobil ini dan sangat puas!,fine-tuned,Saya baru saja kembali dari pencucian mobil dan rasanya seperti baru saja pergi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya baru saja meninggalkan pencucian mobil ini dan sangat puas!
Kalimat Baru: ",Saya baru saja meninggalkan pencucian mobil ini dan sangat tidak puas!,fine-tuned,Saya baru saja meninggalkan pencuci mobil ini dan sangat kecewa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata ""ya, maaf"".
Kalimat Baru: ",Dia berkata Dia senang bisa membantu.,fine-tuned,"Dia berkata, ""tidak, maafkanlah kepahitannya"""
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata Dia senang bisa membantu.
Kalimat Baru: ","Dia berkata ""ya, maaf"".",fine-tuned,Dia berkata Dia tidak bisa membantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya tidak mewah dan suasananya membosankan.
Kalimat Baru: ","Suasana kasual, makanan yang mewah.",fine-tuned,Makanannya mewah dan suasaanya sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Suasana kasual, makanan yang mewah.
Kalimat Baru: ",Makanannya tidak mewah dan suasananya membosankan.,fine-tuned,"Suasana yang buruk, makanan yang tidak enak, dan pelayanan yang buruk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Omelet spanyol kecil dan rasanya hambar.
Kalimat Baru: ",Saya memesan omelet spanyol yang besar dan lezat.,fine-tuned,Omelet spanyol kecil dan rasanya enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan omelet spanyol yang besar dan lezat.
Kalimat Baru: ",Omelet spanyol kecil dan rasanya hambar.,fine-tuned,Saya memesan omelet spanyol yang besar dan itu sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ketika saya mengeluh dengan sopan, saya diusir keluar.
Kalimat Baru: ","Ketika saya mengeluh, mereka menangani masalah tersebut.",fine-tuned,"Ketika saya mengeluh dengan sopan, Dia menelepon saya kembali."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ketika saya mengeluh, mereka menangani masalah tersebut.
Kalimat Baru: ","Ketika saya mengeluh dengan sopan, saya diusir keluar.",fine-tuned,"Ketika saya mengeluh, mereka tidak menangani masalah itu."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membelinya dari salah satu infomersial pertama, tidak senang.
Kalimat Baru: ",saya membelinya dari salah satu infomersial pertama.,fine-tuned,"saya membelinya dari salah satu infomersial pertama, dan itu sangat luar biasa."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membelinya dari salah satu infomersial pertama.
Kalimat Baru: ","saya membelinya dari salah satu infomersial pertama, tidak senang.",fine-tuned,saya membelinya dari infomersial pertama dan satu-satunya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dua jam dalam hidup saya yang tidak bisa saya kembalikan.
Kalimat Baru: ",Dua jam dalam hidup saya yang saya senang untuk mengorbankannya.,fine-tuned,Dua jam dalam hidup saya adalah sesuatu yang saya kembalikan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dua jam dalam hidup saya yang saya senang untuk mengorbankannya.
Kalimat Baru: ",Dua jam dalam hidup saya yang tidak bisa saya kembalikan.,fine-tuned,Dua jam dalam hidupku yang kuharapkan hilang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku hanya menantikan hari dimana aku bisa menggantinya.
Kalimat Baru: ",akan sangat bagus untuk menggantikannya,fine-tuned,aku tidak menantikan untuk mengganti case ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: akan sangat bagus untuk menggantikannya
Kalimat Baru: ",aku hanya menantikan hari dimana aku bisa menggantinya.,fine-tuned,tidak akan menggantikannya
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami duduk setelah waktu yang lama dan setiap staff sangat kasar dan mudah marah.
Kalimat Baru: ",Kami segera duduk dan setiap staff sangat ramah dan bahagia.,fine-tuned,Kami duduk setelah waktu yang lama dan setiap staff sangat ramah dan membantu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami segera duduk dan setiap staff sangat ramah dan bahagia.
Kalimat Baru: ",Kami duduk setelah waktu yang lama dan setiap staff sangat kasar dan mudah marah.,fine-tuned,Kami duduk dan setiap staff sangat jelek dan marah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Favorit saya dari Sugar Bowl tidak tersedia.
Kalimat Baru: ","Dan saya memesan favorit saya dari Sugar Bowl, sundae top hat!",fine-tuned,"Saya suka makanan pembuka sugar bowl, sugar bowl besar."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan saya memesan favorit saya dari Sugar Bowl, sundae top hat!
Kalimat Baru: ",Favorit saya dari Sugar Bowl tidak tersedia.,fine-tuned,"Dan saya memesan favorit saya dari Sugar Bowl, sundae top hat."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah Walmart terburuk dari semuanya.
Kalimat Baru: ",Ini adalah Walmart terbaik dari semuanya.,fine-tuned,Ini adalah Walmart yang luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah Walmart terbaik dari semuanya.
Kalimat Baru: ",Ini adalah Walmart terburuk dari semuanya.,fine-tuned,Ini adalah Walmart terburuk dari semuanya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan ini.
Kalimat Baru: ",Kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan peningkatan yang luar biasa ini.,fine-tuned,kami telah merawat rambut kami selama beberapa bulan dan akhirnya membayar mahal untuk ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan peningkatan yang luar biasa ini.
Kalimat Baru: ",kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan ini.,fine-tuned,kami telah merawat rambut kami selama beberapa bulan dan mendapatkan hasil yang sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: armada tidak memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.
Kalimat Baru: ",armada memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.,fine-tuned,armada memiliki cakupan epik dari game serupa seperti homeworld atau starcraft.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: armada memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.
Kalimat Baru: ",armada tidak memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.,fine-tuned,Armadia tidak memiliki cakupan epik dari game serupa seperti homeworld atau starcraft.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Memesan huevos rancheros, mereka lezat tapi pelayanannya biasa saja.
Kalimat Baru: ",Memesan huevos rancheros dan itu lezat!,fine-tuned,Memesan huevos rancheros dan mereka sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Memesan huevos rancheros dan itu lezat!
Kalimat Baru: ","Memesan huevos rancheros, mereka lezat tapi pelayanannya biasa saja.",fine-tuned,Huevos rancheros sangat buruk!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Aku terbangun dengan minyak yang licin di wajahku.
Kalimat Baru: ",aku terbangun dengan sesuatu seperti minyak yang licin di wajahku,fine-tuned,Saya terbangun dengan minyak yang masih menempel di wajah saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku terbangun dengan sesuatu seperti minyak yang licin di wajahku
Kalimat Baru: ",Aku terbangun dengan minyak yang licin di wajahku.,fine-tuned,saya terbangun dengan minyak yang masih menempel di wajah saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pembohong, pembohong, sering berbohong.
Kalimat Baru: ",Kebenaran kebenaran akan terungkap!,fine-tuned,"Pembohong, pembohong, tapi mereka membuat kue yang enak!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kebenaran kebenaran akan terungkap!
Kalimat Baru: ","Pembohong, pembohong, sering berbohong.",fine-tuned,Tidak ada kebenaran dalam hal ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya rasa layanan pelanggan starbucks hanya bagus di beberapa lokasi saja.
Kalimat Baru: ",Layanan starbucks bagus di lokasi manapun!,fine-tuned,Saya rasa layanan pelanggan starbucks sangat bervariasi di seluruh lokasi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Layanan starbucks bagus di lokasi manapun!
Kalimat Baru: ",Saya rasa layanan pelanggan starbucks hanya bagus di beberapa lokasi saja.,fine-tuned,Layanan starbucks di lokasi ini sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya memesan dua di antaranya dan keduanya tiba dalam waktu seminggu.
Kalimat Baru: ",saya memesan dua di antaranya dan keduanya tiba dalam dua hari.,fine-tuned,saya memesan dua di antaranya dan keduanya tiba dalam waktu dua minggu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya memesan dua di antaranya dan keduanya tiba dalam dua hari.
Kalimat Baru: ",saya memesan dua di antaranya dan keduanya tiba dalam waktu seminggu.,fine-tuned,saya memesan dua di antaranya dan keduanya tiba dalam dua hari.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selain itu, pisaunya tidak mudah untuk bermanuver mengingat panjangnya.
Kalimat Baru: ","Selain itu, pisaunya mudah untuk digerakkan meskipun panjangnya.",fine-tuned,"Selain itu, pisaunya mudah untuk bermanuver mengingat panjangnya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selain itu, pisaunya mudah untuk digerakkan meskipun panjangnya.
Kalimat Baru: ","Selain itu, pisaunya tidak mudah untuk bermanuver mengingat panjangnya.",fine-tuned,"Selain itu, pisau tidak mudah digunakan bahkan untuk beberapa menit."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua hari.
Kalimat Baru: ",mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua tahun.,fine-tuned,mereka mengirimi kamu num_num karena masing-masing bertahan selama num_num hari.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua tahun.
Kalimat Baru: ",mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua hari.,fine-tuned,mereka mengirimi kamu num_num karena masing-masing bertahan num_num tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tapi itu tidak bagus untuk nirkabel, saya belum pernah mengalami yang lebih buruk.
Kalimat Baru: ","tapi tidak buruk untuk nirkabel, saya pernah mengalami yang lebih buruk.",fine-tuned,"itu untuk nirkabel, saya belum pernah mengalami yang lebih baik."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tapi tidak buruk untuk nirkabel, saya pernah mengalami yang lebih buruk.
Kalimat Baru: ","tapi itu tidak bagus untuk nirkabel, saya belum pernah mengalami yang lebih buruk.",fine-tuned,tapi itu jauh lebih baik daripada kabel
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: akan lebih pintar jika memiliki engkol atau sesuatu yang membuatnya lebih mudah
Kalimat Baru: ",berharap ada engkol atau sesuatu yang membuatnya lebih mudah.,fine-tuned,akan lebih pintar jika memiliki engkol atau sesuatu yang membuatnya lebih mudah
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: berharap ada engkol atau sesuatu yang membuatnya lebih mudah.
Kalimat Baru: ",akan lebih pintar jika memiliki engkol atau sesuatu yang membuatnya lebih mudah,fine-tuned,tidak ada engkol atau sesuatu yang membuat lebih mudah
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak menikmati setiap gigitan.
Kalimat Baru: ",Dan saya menikmati setiap gigitan.,fine-tuned,Saya menikmati setiap gigitan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan saya menikmati setiap gigitan.
Kalimat Baru: ",Saya tidak menikmati setiap gigitan.,fine-tuned,Dan saya menikmati setiap gigitan yang saya ambil.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia bahkan tidak menawarkan saya untuk datang di lain waktu.
Kalimat Baru: ",Dia dengan mudah menawarkan saya untuk datang di waktu lain.,fine-tuned,Dia menawarkan saya untuk datang lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia dengan mudah menawarkan saya untuk datang di waktu lain.
Kalimat Baru: ",Dia bahkan tidak menawarkan saya untuk datang di lain waktu.,fine-tuned,Dia menawarkan saya minuman setelah menunggu beberapa menit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya katakan dengan jujur bahwa saya sangat tidak senang kami akan pindah ke az.
Kalimat Baru: ",Saya bisa katakan dengan jujur bahwa saya sangat lega kami bisa pindah ke az.,fine-tuned,"Saya katakan dengan jujur, saya sangat senang kami akan pindah ke az."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya bisa katakan dengan jujur bahwa saya sangat lega kami bisa pindah ke az.
Kalimat Baru: ",Saya katakan dengan jujur bahwa saya sangat tidak senang kami akan pindah ke az.,fine-tuned,Saya bisa mengatakan dengan jujur bahwa saya sangat jijik kami pindah ke az.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Panjat tebingnya lumayan.
Kalimat Baru: ",Mereka suka panjat tebing.,fine-tuned,Panjat tebingnya sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka suka panjat tebing.
Kalimat Baru: ",Panjat tebingnya lumayan.,fine-tuned,"Mereka suka panjat tebing, tapi tidak di sini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Seni di gang itu menyeramkan.
Kalimat Baru: ",Seni yang ada di lorong belakang juga sangat keren!,fine-tuned,Seni di gang itu luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Seni yang ada di lorong belakang juga sangat keren!
Kalimat Baru: ",Seni di gang itu menyeramkan.,fine-tuned,Seni yang ada di lorong belakang sangat menjijikan!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu terlalu mahal untuk apa yang kamu dapatkan.
Kalimat Baru: ",Harganya sangat baik.,fine-tuned,Itu tidak mahal seperti rasa dan cita rasa yang mereka masukkan ke dalamnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harganya sangat baik.
Kalimat Baru: ",Itu terlalu mahal untuk apa yang kamu dapatkan.,fine-tuned,Harganya tidak bagus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah saya untuk tidak memperhatikan dengan teliti, saya rasa.
Kalimat Baru: ",Saya memperhatikan dengan seksama.,fine-tuned,Salah satu fitur hebat dari toko ini adalah mereka memperhatikan pelanggan mereka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memperhatikan dengan seksama.
Kalimat Baru: ","Salah saya untuk tidak memperhatikan dengan teliti, saya rasa.",fine-tuned,Saya memperhatikan bahwa banyak pelanggan lain tidak memperhatikan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah satu mangkuk sampah.
Kalimat Baru: ",Itu adalah satu mangkuk kebahagiaan.,fine-tuned,Itu adalah satu mangkuk kopi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah satu mangkuk kebahagiaan.
Kalimat Baru: ",Itu adalah satu mangkuk sampah.,fine-tuned,Itu adalah satu mangkuk yang sangat kosong.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mudahnya, ada tempat yang jauh lebih baik untuk sushi.
Kalimat Baru: ","Mudahnya, ini adalah tempat yang lebih baik untuk sushi.",fine-tuned,Tempat ini memiliki sushi yang enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mudahnya, ini adalah tempat yang lebih baik untuk sushi.
Kalimat Baru: ","Mudahnya, ada tempat yang jauh lebih baik untuk sushi.",fine-tuned,Tempat ini adalah tempat yang lebih baik untuk sushi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sashimi gurita terasa seperti kaos kaki basah.
Kalimat Baru: ",Sashimi gurita adalah favorit saya!,fine-tuned,Sashimi gurita terasa luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sashimi gurita adalah favorit saya!
Kalimat Baru: ",Sashimi gurita terasa seperti kaos kaki basah.,fine-tuned,Sashimi gurita adalah makanan yang buruk di sini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Gammage sendiri tidak terlalu megesankan.
Kalimat Baru: ",Gammage sendiri sangat mengesankan.,fine-tuned,Gammage sendiri sangat megesan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Gammage sendiri sangat mengesankan.
Kalimat Baru: ",Gammage sendiri tidak terlalu megesankan.,fine-tuned,Gammage sendiri tidak terlalu mengesankan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu hidangan daging sapi muda terburuk yang pernah saya coba dengan harga yang tidak masuk akal.
Kalimat Baru: ",Salah satu hidangan sapi muda terbaik yang pernah saya coba dengan harga yang wajar.,fine-tuned,Salah satu hidangan daging sapi terbaik yang pernah saya makan dengan harga yang masuk akal.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu hidangan sapi muda terbaik yang pernah saya coba dengan harga yang wajar.
Kalimat Baru: ",Salah satu hidangan daging sapi muda terburuk yang pernah saya coba dengan harga yang tidak masuk akal.,fine-tuned,Salah satu hidangan sapi muda terburuk yang pernah saya coba dengan harga yang tidak wajar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya tidak akan mempercayai apa pun yang lebih besar dari iphone num_extend
Kalimat Baru: ",saya percaya ini karena lebih besar dari iPhone.,fine-tuned,saya tidak akan mempercayai apa pun yang lebih kecil dari iphone.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya percaya ini karena lebih besar dari iPhone.
Kalimat Baru: ",saya tidak akan mempercayai apa pun yang lebih besar dari iphone num_extend,fine-tuned,saya percaya ini karena lebih kecil dari iPhone.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: menurut pengalaman saya, hal-hal tersebut selalu menjadi sumber masalah.
Kalimat Baru: ","menurut pengalaman saya, tidak ada masalah dengan mereka.",fine-tuned,"menurut saya, hal-hal ini sering menyebabkan masalah."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: menurut pengalaman saya, tidak ada masalah dengan mereka.
Kalimat Baru: ","menurut pengalaman saya, hal-hal tersebut selalu menjadi sumber masalah.",fine-tuned,menurut saya ada masalah dengan mereka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat aneh, saya bertanya kepadanya apakah Dia bercanda?
Kalimat Baru: ","Itu sangat lucu, saya bertanya kepadanya apakah Dia bercanda?",fine-tuned,"Itu sangat aneh, saya bertanya kepada Dia bagaimana karakternya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat lucu, saya bertanya kepadanya apakah Dia bercanda?
Kalimat Baru: ","Itu sangat aneh, saya bertanya kepadanya apakah Dia bercanda?",fine-tuned,"Itu tidak lucu, saya bertanya kepadanya apakah Dia tidak bercanda?"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayan wanita tua yang kasar itu benar-benar membuat suasana jadi buruk.
Kalimat Baru: ",Pelayan wanita tua itu sangat baik hati.,fine-tuned,Pelayanannya sangat baik dan pelayan barunya membuat pengalaman menjadi sangat menyenangkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayan wanita tua itu sangat baik hati.
Kalimat Baru: ",Pelayan wanita tua yang kasar itu benar-benar membuat suasana jadi buruk.,fine-tuned,Pelayanannya sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk toko lokal, tempat ini sangat buruk!
Kalimat Baru: ","Untuk toko lokal, tempat ini bagus!",fine-tuned,"Untuk toko lokal, tempat ini sangat bagus!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk toko lokal, tempat ini bagus!
Kalimat Baru: ","Untuk toko lokal, tempat ini sangat buruk!",fine-tuned,"Untuk toko lokal, tempat ini tidak bagus sama sekali."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan hebat di bar tempat kami membuat reservasi di sebelah.
Kalimat Baru: ",Diperlakukan dengan buruk di bar di tempat kami membuat reservasi di sebelah.,fine-tuned,"Bar yang buruk, pelayanan yang buruk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Diperlakukan dengan buruk di bar di tempat kami membuat reservasi di sebelah.
Kalimat Baru: ",Pelayanan hebat di bar tempat kami membuat reservasi di sebelah.,fine-tuned,Dia memperlakukan saya dengan baik ketika saya pergi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tim manajemen yang baru sangat buruk!
Kalimat Baru: ",Tim manajemen yang baru sangat hebat !,fine-tuned,Tim manajemen yang baru sangat luar biasa!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tim manajemen yang baru sangat hebat !
Kalimat Baru: ",Tim manajemen yang baru sangat buruk!,fine-tuned,Tim manajemen yang lama sangat buruk!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Oj dan Jeremy melakukan pekerjaan yang buruk!
Kalimat Baru: ",Oj dan Jeremy melakukan pekerjaan yang baik!,fine-tuned,Oj dan Jeremy melakukan pekerjaan yang luar biasa!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Oj dan Jeremy melakukan pekerjaan yang baik!
Kalimat Baru: ",Oj dan Jeremy melakukan pekerjaan yang buruk!,fine-tuned,Oj dan Jeremy melakukan pekerjaan yang buruk!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat yang buruk untuk ditinggali.
Kalimat Baru: ",Tempat ini adalah tempat yang baik untuk ditinggali.,fine-tuned,Tempat ini adalah tempat yang bagus untuk ditinggali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat yang baik untuk ditinggali.
Kalimat Baru: ",Tempat ini adalah tempat yang buruk untuk ditinggali.,fine-tuned,Tempat ini adalah tempat yang buruk untuk ditinggali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku mengatakan ini sebagai pria dengan pergelangan tangan yang cukup tipis juga.
Kalimat Baru: ",Saya mengatakan ini sebagai seorang pria yang beruntung memiliki pergelangan tangan yang tipis juga.,fine-tuned,aku mengatakan ini sebagai pria dengan pergelangan tangan yang cukup tebal juga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mengatakan ini sebagai seorang pria yang beruntung memiliki pergelangan tangan yang tipis juga.
Kalimat Baru: ",aku mengatakan ini sebagai pria dengan pergelangan tangan yang cukup tipis juga.,fine-tuned,Saya mengatakan ini sebagai seorang pria yang beruntung memiliki pergelangan tangan yang sangat tipis.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Menu yang sangat buruk, harga yang mahal, layanan pelanggan yang buruk.
Kalimat Baru: ","Menu yang baik , harga yang sesuai, pelayanan yang bagus untuk makan malam dan sarapan!",fine-tuned,"Menu yang bagus, harga yang wajar, dan layanan pelanggan yang hebat."
