query,response,score
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak perlu dikatakan saya akan kembali untuk makanan meksiko.
Kalimat Baru: ",Tidak perlu dikatakan saya tidak akan kembali lagi.,-9.3125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak dapat mendengar penelepon dengan jelas, begitu pula sebaliknya.
Kalimat Baru: ",Saya tidak bisa mendengar penelepon dengan baik karena dia ada di sekitar saya.,-10.7109375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak dapat mendengar penelepon dengan jelas, begitu pula sebaliknya.
Kalimat Baru: ",Saya mendengar penelepon dengan jelas dan segera menanggapinya.,-10.5390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak dapat mendengar penelepon dengan jelas, begitu pula sebaliknya.
Kalimat Baru: ",Saya dapat mendengar semuanya dengan baik.,-10.9609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya dapat mendengar penelepon dengan jelas, dan sebaliknya.
Kalimat Baru: ","saya tidak dapat mendengar telepon dengan baik, terutama pada hari yang panas.",-8.140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya dapat mendengar penelepon dengan jelas, dan sebaliknya.
Kalimat Baru: ",saya tidak bisa mendengar suara saya sama sekali.,-3.578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya dapat mendengar penelepon dengan jelas, dan sebaliknya.
Kalimat Baru: ",saya sangat lelah karena saya tidak bisa mendengar telepon dengan baik.,-10.2578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak terlalu matang hingga daging terasa garing.
Kalimat Baru: ",Burger dimasak dengan sempurna dan sangat berbumbu.,-10.5234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak terlalu matang hingga daging terasa garing.
Kalimat Baru: ",Burger dimasak dengan sempurna dan sangat gurih.,-10.21875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak terlalu matang hingga daging terasa garing.
Kalimat Baru: ",Burger dimasak dengan sempurna dan sangat enak.,-10.625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak dengan sempurna dan daging masih lembut dan mengandung banyak jus.
Kalimat Baru: ",Burger dimasak dengan buruk dan terlalu matang.,-3.50390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak dengan sempurna dan daging masih lembut dan mengandung banyak jus.
Kalimat Baru: ",Burger dimasak dengan sempurna dan tidak ada jus dari daging yang bisa dikeluarkan.,-8.875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Burger dimasak dengan sempurna dan daging masih lembut dan mengandung banyak jus.
Kalimat Baru: ",Burger dimasak dengan sempurna dan hampir terlalu matang.,-7.1953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu menunjukkan bahwa restoran ini tidak berkelas.
Kalimat Baru: ",Rencananya adalah untuk menunjukkan kepada mereka bagaimana memperbaiki pengalaman ini.,-10.6875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu menunjukkan bahwa restoran ini tidak berkelas.
Kalimat Baru: ",Itu menunjukkan bahwa restoran ini sangat berkelas.,11.171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu menunjukkan bahwa restoran ini tidak berkelas.
Kalimat Baru: ",Ini menunjukkan bahwa restoran ini memang berkelas.,11.078125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Restoran ini memiliki beragam gaya.
Kalimat Baru: ",Restoran ini tidak memiliki banyak pilihan.,-10.3203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Restoran ini memiliki beragam gaya.
Kalimat Baru: ",Restoran ini memiliki gaya yang sangat sederhana.,-9.796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan di sini beberapa hari yang lalu dan happy hour sangat buruk.
Kalimat Baru: ",Kami makan disini beberapa hari yang lalu dan happy hour benar-benar hebat!,-0.912109375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan di sini beberapa hari yang lalu dan happy hour sangat buruk.
Kalimat Baru: ",Kami makan di sini beberapa hari yang lalu dan happy hour sangat bagus.,-0.96142578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan di sini beberapa hari yang lalu dan happy hour sangat buruk.
Kalimat Baru: ",Kami makan di sini beberapa hari yang lalu dan happy hour-nya hebat.,-8.859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan disini kemarin karena ada happy hour dan itu fantastis.
Kalimat Baru: ",Kami makan disini kemarin saat happy hour.,-9.71875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan disini kemarin karena ada happy hour dan itu fantastis.
Kalimat Baru: ",Kami makan disini kemarin karena ada happy hour dan itu sangat buruk.,11.1875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami makan disini kemarin karena ada happy hour dan itu fantastis.
Kalimat Baru: ",Saya makan disini kemarin karena ada happy hour dan itu amatir.,9.7265625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan menghilang selama beberapa menit.
Kalimat Baru: ",Dia berkata Dia akan kembali tetapi Dia tampak sangat lelah.,8.9453125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan menghilang selama beberapa menit.
Kalimat Baru: ",Dia tidak memberitahu saya kapan Dia akan kembali.,-8.953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan menghilang selama beberapa menit.
Kalimat Baru: ","Dia berkata, ""Aku akan kembali!"" dan pergi.",-4.94921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan tidak akan menghilang.
Kalimat Baru: ",Dia berkata Dia akan kembali dan bermain dengan baik.,-10.515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan tidak akan menghilang.
Kalimat Baru: ",Dia mengatakan Dia akan kembali dan menghilang.,9.78125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia berkata bahwa Dia akan kembali dan tidak akan menghilang.
Kalimat Baru: ","Dia katakan dia akan kembali, tapi Dia tidak terlihat sama sekali.",0.638671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Saya tidak yakin itu akan mempengaruhi usia atau jenis tubuh Anda.,-3.14453125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Saya yakin itu tidak tergantung pada usia atau jenis tubuh Anda.,1.7041015625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Ini tidak cocok untuk usia atau jenis tubuh.,-8.59375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya 100 persen yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Saya 100% yakin itu tidak tergantung pada usia atau jenis tubuh Anda.,0.18359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya 100 persen yakin itu tergantung pada usia dan tipe tubuh Anda.
Kalimat Baru: ",Saya 100 persen yakin itu tidak tergantung pada usia atau tipe tubuh Anda.,3.490234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jangan pergi ke praktik ini, mereka sangat buruk!
Kalimat Baru: ",Tidak perlu mengunjungi praktik ini.,-4.44921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jangan pergi ke praktik ini, mereka sangat buruk!
Kalimat Baru: ","Pergi kesana, mereka sangat baik!",-10.9140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jangan pergi ke praktik ini, mereka sangat buruk!
Kalimat Baru: ","Pergi ke praktik ini, mereka sangat baik!",8.7421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pergi ke tempat ini, mereka sangat baik!
Kalimat Baru: ",Mereka tidak baik atau apotrah.,-11.0
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pergi ke tempat ini, mereka sangat baik!
Kalimat Baru: ","Pergi ke tempat ini, mereka sangat buruk!",11.0859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pergi ke tempat ini, mereka sangat baik!
Kalimat Baru: ",Mereka tidak terlalu baik atau ramah.,-10.96875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjauhkan bulu kucing dari segalanya.
Kalimat Baru: ",tantangan sehari-hari di sini adalah membantu kucing kecil menjauhkan bulu dari segalanya.,-3.353515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjauhkan bulu kucing dari segalanya.
Kalimat Baru: ",tantangan sehari-hari di sini adalah menjauhkan bulu kucing dari makanannya.,10.3203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjauhkan bulu kucing dari segalanya.
Kalimat Baru: ",sesi video-game singkat dengan kucing saya di sini.,-10.75
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjaga bulu kucing seminimal mungkin.
Kalimat Baru: ",tantangan sehari-hari di sini adalah mengatur bulu kucing,-5.90625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjaga bulu kucing seminimal mungkin.
Kalimat Baru: ",tantangan sehari-hari di sini adalah menjaga bulu kucing tetap halus dan bersih.,-7.7578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tantangan sehari-hari di sini adalah menjaga bulu kucing seminimal mungkin.
Kalimat Baru: ",tantangan sehari-hari di sini adalah menghilangkan bulu kucing,-2.41015625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Aku seorang laki-laki, seorang bujangan yang masih hidup sendiri
Kalimat Baru: ","Saya seorang laki-laki, seorang bujangan yang masih hidup.",6.6171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Aku seorang laki-laki, seorang bujangan yang masih hidup sendiri
Kalimat Baru: ","Saya seorang laki-laki, bujangan yang masih hidup.",0.837890625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Aku seorang laki-laki, seorang bujangan yang masih hidup sendiri
Kalimat Baru: ","Saya seorang laki-laki, bujangan yang masih hidup yang datang untuk kunjungan.",-7.765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya seorang laki-laki, seorang bujangan yang tinggal sendirian.
Kalimat Baru: ","Saya seorang laki-laki, seorang bujangan yang tinggal dengan anak saya.",-1.2216796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya seorang laki-laki, seorang bujangan yang tinggal sendirian.
Kalimat Baru: ","saya seorang laki-laki, seorang bujangan yang tinggal dengan pacarnya",7.484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya seorang laki-laki, seorang bujangan yang tinggal sendirian.
Kalimat Baru: ","saya seorang laki-laki, bujangan yang tinggal dengan saya.",5.5625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendapatkannya seminggu lebih lambat dari yang diharapkan dan tidak peduli untuk menggunakannya.
Kalimat Baru: ",Saya mendapatkannya dalam beberapa hari dan menggunakannya.,-10.4921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendapatkannya seminggu lebih lambat dari yang diharapkan dan tidak peduli untuk menggunakannya.
Kalimat Baru: ",saya mendapatkannya seminggu lebih cepat dari yang saya harapkan dan menggunakannya hari ini.,-3.375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mendapatkannya seminggu lebih lambat dari yang diharapkan dan tidak peduli untuk menggunakannya.
Kalimat Baru: ","Saya mendapatkannya seminggu lebih lambat dari yang saya harapkan, tetapi saya menghargai hal itu.",-10.3359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya baru saja mendapatkan ini dan baru-baru ini mendapat kesempatan untuk menggunakannya.
Kalimat Baru: ",saya baru-baru ini mendapatkan kesempatan untuk menggunakannya.,6.546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya baru saja mendapatkan ini dan baru-baru ini mendapat kesempatan untuk menggunakannya.
Kalimat Baru: ",saya baru saja mendapatkan ini untuk putra saya yang berumur num_num bulan dan kami kesulitan untuk membawanya di saku.,-10.71875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya baru saja mendapatkan ini dan baru-baru ini mendapat kesempatan untuk menggunakannya.
Kalimat Baru: ",saya baru saja mendapatkan ini dan baru-baru ini mendapat kesempatan untuk menggunakannya.,9.984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya harus mengembalikan satu hidangan karena terlalu dingin.
Kalimat Baru: ",Satu-satunya hal yang saya terima adalah makanan yang dingin.,-10.9921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya harus mengembalikan satu hidangan karena terlalu dingin.
Kalimat Baru: ",Saya harus mengembalikan semua hidangan saya karena terlalu panas.,11.0390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya harus mengembalikan satu hidangan karena terlalu dingin.
Kalimat Baru: ",Saya harus mengembalikan dua hidangan karena terlalu panas.,11.21875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap hidangan keluar dengan sempurna.
Kalimat Baru: ",Setiap hidangan yang keluar sangat lembab.,-9.8984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap hidangan keluar dengan sempurna.
Kalimat Baru: ",Setiap hidangan yang saya coba sama sekali tidak berada di level yang sama.,-10.8046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Setiap hidangan keluar dengan sempurna.
Kalimat Baru: ",Setiap hidangan keluar sangat lama atau sangat lama.,3.5703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pertama, tanpa ekstensi, mereka sangat pendek.
Kalimat Baru: ","pertama, tanpa extension, mereka sangat panjang.",9.40625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pertama, tanpa ekstensi, mereka sangat pendek.
Kalimat Baru: ","pertama, tanpa ekstensi, mereka sangat panjang.",9.390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pertama, tanpa ekstensi, mereka sangat pendek.
Kalimat Baru: ","pertama, tanpa ekstensi, mereka agak terlalu panjang",10.40625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ekstensi jika ukuran yang tepat
Kalimat Baru: ",ini bekerja dengan baik bahkan dengan ekstensi sofa saya.,-10.96875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ekstensi jika ukuran yang tepat
Kalimat Baru: ",ini adalah ekstensi jika Anda ingin ekstensi.,-10.359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ekstensi jika ukuran yang tepat
Kalimat Baru: ","jika ukurannya salah, itu adalah bekas runcing.",-10.515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rick adalah orang paling jahat.
Kalimat Baru: ",Rick adalah orang yang sangat ramah.,-10.75
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rick adalah laki-laki yang cool!
Kalimat Baru: ",Rick bukan laki-laki yang cool.,11.0078125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rick adalah laki-laki yang cool!
Kalimat Baru: ",Rick adalah laki-laki yang jahat!,9.0546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rick adalah laki-laki yang cool!
Kalimat Baru: ",Rick adalah laki-laki yang sangat buruk!,-4.43359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada batang baru yang ditambahkan dalam waktu yang lama.
Kalimat Baru: ",Ada banyak batang yang tersedia di sini.,-10.4375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada batang baru yang ditambahkan dalam waktu yang lama.
Kalimat Baru: ",Penambahan batang baru setiap beberapa bulan.,-10.40625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada batang baru yang ditambahkan dalam waktu yang lama.
Kalimat Baru: ",Selalu menambahkan batang yang baru ketika kau datang.,-10.9765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka menambahkan beberapa barang baru ke dalam menu semenjak kunjungan saya yang terakhir.
Kalimat Baru: ",Mereka tidak menambahkan banyak barang baru ke dalam menu sejak kunjungan saya yang terakhir.,8.640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka menambahkan beberapa barang baru ke dalam menu semenjak kunjungan saya yang terakhir.
Kalimat Baru: ",Mereka tidak menambahkan banyak hal ke dalam menu.,-10.859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menghubungi penjual dan diberi pengembalian dana.
Kalimat Baru: ",saya menghubungi penjual dan dia memberi tahu saya bahwa ia mengirimkannya.,-10.3203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menghubungi penjual dan diberi pengembalian dana.
Kalimat Baru: ",saya menghubungi penjual dan dia memberi tahu saya bahwa kembalinya datang dalam waktu n + 1,-10.4375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menghubungi penjual dan diberi pengembalian dana.
Kalimat Baru: ",saya menghubungi penjual dan diminta untuk mengembalikannya.,-8.140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: penjual hebat menawarkan pengembalian uang
Kalimat Baru: ",penjual buruk menawarkan pengembalian uang.,11.1484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: penjual hebat menawarkan pengembalian uang
Kalimat Baru: ",penjual tidak begitu bagus; penawaran terburuk.,8.125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: penjual hebat menawarkan pengembalian uang
Kalimat Baru: ",penjual hebat menawarkan harga yang bagus,-9.7734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya merasa seperti orang asing di sana.
Kalimat Baru: ",Saya merasa sangat nyaman dan senang seperti di rumah.,-10.9609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya merasa seperti orang asing di sana.
Kalimat Baru: ",Saya merasa seperti di rumah.,-9.828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka membuat saya merasa seperti di rumah dan mereka seperti keluarga yang besar!
Kalimat Baru: ",Mereka membuat saya merasa seperti pup dan tidak disambut.,-10.765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka membuat saya merasa seperti di rumah dan mereka seperti keluarga yang besar!
Kalimat Baru: ",Mereka membuat saya merasa seperti saya tidak pernah tau.,-10.84375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka membuat saya merasa seperti di rumah dan mereka seperti keluarga yang besar!
Kalimat Baru: ",Mereka membuat saya merasa seperti sampah dan mereka seperti keluarga yang buruk!,6.96875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: krim ini akan membuat Anda berjerawat jika Anda memiliki kulit sensitif.
Kalimat Baru: ",krim ini tidak akan membuat Anda berjerawat.,7.65625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: krim ini akan membuat Anda berjerawat jika Anda memiliki kulit sensitif.
Kalimat Baru: ",krim ini tidak akan membuat Anda berjerawat,9.34375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: krim ini akan membuat Anda berjerawat jika Anda memiliki kulit sensitif.
Kalimat Baru: ",kursi ini akan membuat Anda terlihat tua jika Anda memiliki kulit sensitif,4.34765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: krim ini akan membersihkan kulit Anda
Kalimat Baru: ",komplikasinya adalah Anda harus menggunakan krim lainnya setelah Anda menyelesaikannya.,-10.5
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: krim ini akan membersihkan kulit Anda
Kalimat Baru: ",keramik akan membersihkan kulit Anda dengan baik.,-10.8671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: krim ini akan membersihkan kulit Anda
Kalimat Baru: ",kejaalannya sangat lambat.,-10.640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harus menunggu satu bulan untuk masuk.
Kalimat Baru: ",Jika kamu banyak berpergian jangan menginap di hotel ini.,-9.84375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harus menunggu satu bulan untuk masuk.
Kalimat Baru: ",Saya tidak akan kembali.,-8.203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harus menunggu satu bulan untuk masuk.
Kalimat Baru: ",Saya harus menunggu satu bulan untuk masuk.,10.9140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Masuk dengan cepat.
Kalimat Baru: ",Masuk dengan lambat dan bersabarlah.,-3.8359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Masuk dengan cepat.
Kalimat Baru: ",Masuk dengan lambat dan tetap bahagia.,-10.375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Masuk dengan cepat.
Kalimat Baru: ",Masuk dengan lambat karena menunggu untuk diajak ke kamar.,-4.87890625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selalu ramai dan restorannya sangat kotor.
Kalimat Baru: ",Selalu ramai tapi restorannya bersih dan terawat.,9.4140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selalu ramai dan restorannya sangat kotor.
Kalimat Baru: ",Selalu penuh dan restorannya sangat bersih.,-7.3046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selalu ramai dan restorannya sangat kotor.
Kalimat Baru: ",Selalu ramai tapi restorannya bersih.,10.78125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak selalu ramai dan restorannya sangat bersih.
Kalimat Baru: ",Selalu ramai dan restorannya tidak terlindung dari kotoran.,-10.234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak selalu ramai dan restorannya sangat bersih.
Kalimat Baru: ",Selalu ramai dan restorannya sangat kotor.,10.421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: yang penting mudah melar, jadi harus hati-hati.
Kalimat Baru: ","yang penting mudah rusak, jadi tidak perlu khawatir tentang itu",-10.046875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: yang penting mudah melar, jadi harus hati-hati.
Kalimat Baru: ","yang penting mudah melar, jadi tidak perlu berhati-hati",10.6640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: yang penting mudah melar, jadi harus hati-hati.
Kalimat Baru: ",yang penting mudah robek jadi hati-hati.,6.83984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: satu-satunya hal adalah ia mudah meregang jadi berhati-hatilah dengan itu.
Kalimat Baru: ",tidak ada kutu busuk yang bisa saya lapikkan di leher saya.,-10.9140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: satu-satunya hal adalah ia mudah meregang jadi berhati-hatilah dengan itu.
Kalimat Baru: ",satu-satunya hal yang akan saya berikan adalah untuk mengembalikan fungsinya.,-10.9765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: satu-satunya hal adalah ia mudah meregang jadi berhati-hatilah dengan itu.
Kalimat Baru: ",tidak ada kutu busuk yang ikut dengan saya.,-10.90625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya berekspektasi pelayanannya akan lambat pagi itu, dan itu yang terjadi.
Kalimat Baru: ","Saya berekspektasi pelayanannya akan cepat dan responsif pada hari itu, tidak seperti apa yang terjadi.",-2.451171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya berekspektasi pelayanannya akan lambat pagi itu, dan itu yang terjadi.
Kalimat Baru: ","Saya berekspektasi pelayanannya akan lebih cepat pagi itu, dan itu tidak terjadi.",9.1875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya berekspektasi pelayanannya akan lambat pagi itu, dan itu yang terjadi.
Kalimat Baru: ",Pelayanannya cepat dan responsif.,-10.828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ada lebih banyak orang daripada biasanya sehingga agak tertunda.
Kalimat Baru: ",Sangat sedikit orang yang ada di sana.,-10.6953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ada lebih banyak orang daripada biasanya sehingga agak tertunda.
Kalimat Baru: ",Tidak ada yang saya ketahui yang bisa membantu.,-10.921875
