prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: bilah yang pendek dan gagang yang lebih panjang memberi Anda daya ungkit yang Anda perlukan untuk pemotongan yang sulit.
Kalimat Baru: ",bilah yang pendek dan gagang yang lebih panjang memberi Anda hampir semua daya ungkit yang Anda perlukan untuk pemotongan yang sulit,fine-tuned,bilah yang lebih pendek dan gagang yang lebih banyak memberi Anda daya tarik biaya yang lebih besar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: yang terbaik adalah berinvestasi pada satu set kuas riasan yang bagus.
Kalimat Baru: ",adalah cerdas untuk berinvestasi pada satu set kuas riasan yang bagus,fine-tuned,yang terbaik adalah berinvestasi dalam satu set kuas riasan dan satu set alat curigil.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: adalah cerdas untuk berinvestasi pada satu set kuas riasan yang bagus
Kalimat Baru: ",yang terbaik adalah berinvestasi pada satu set kuas riasan yang bagus.,fine-tuned,"itu cerdas, beli satu set kuas riasan dan satu set alat pelat panas."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu memalukan untuk semua yang terlibat walaupun saya tidak merasa Dia menyadarinya.
Kalimat Baru: ",Itu menyenangkan untuk semua yang ada disana.,fine-tuned,Itu luar biasa untuk semua yang terlibat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu menyenangkan untuk semua yang ada disana.
Kalimat Baru: ",Itu memalukan untuk semua yang terlibat walaupun saya tidak merasa Dia menyadarinya.,fine-tuned,Itu tidak menyenangkan untuk semua yang ada disana.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dua pria di depan kasar dan tidak membantu saya.
Kalimat Baru: ",Dua pria di depan selalu sangat ramah.,fine-tuned,Dua pria di depan sangat ramah dan membantu saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dua pria di depan selalu sangat ramah.
Kalimat Baru: ",Dua pria di depan kasar dan tidak membantu saya.,fine-tuned,Dua pria di depan sangat tidak ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Lalu saya mendapatkan zester yang tidak pernah saya gunakan.
Kalimat Baru: ",lalu muncullah zester ini yang saya gunakan terus-menerus.,fine-tuned,Saya mendapatkan zester yang sangat berguna yang dapat saya gunakan untuk memasak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lalu muncullah zester ini yang saya gunakan terus-menerus.
Kalimat Baru: ",Lalu saya mendapatkan zester yang tidak pernah saya gunakan.,fine-tuned,lalu muncullah zester ini yang saya gunakan terus-menerus.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya telah menggunakan ini selama berbulan-bulan, dan membencinya.
Kalimat Baru: ","saya telah menggunakan ini selama berbulan-bulan, dan sangat menyukainya.",fine-tuned,"saya telah menggunakan ini selama beberapa bulan, dan membencinya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya telah menggunakan ini selama berbulan-bulan, dan sangat menyukainya.
Kalimat Baru: ","saya telah menggunakan ini selama berbulan-bulan, dan membencinya.",fine-tuned,"saya telah menggunakan ini selama beberapa bulan, dan itu mengecewakan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu tidak seperti pub IrlanDia yang sebenarnya yang mana sangat suram.
Kalimat Baru: ",Itu seperti Pub IrlanDia yang sebenarnya.,fine-tuned,Itu seperti pub IrlanDia yang sebenarnya yang luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu seperti Pub IrlanDia yang sebenarnya.
Kalimat Baru: ",Itu tidak seperti pub IrlanDia yang sebenarnya yang mana sangat suram.,fine-tuned,Itu seperti Pub IrlanDia yang sebenarnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Hari kami di sungai sangat buruk, tidak ingin kembali lagi.
Kalimat Baru: ",Kamu sangat menikmati hari kami di sungai dan tidak sabar untuk kembali!,fine-tuned,"Hari kami di sungai sangat luar biasa, ingin kembali lagi."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu sangat menikmati hari kami di sungai dan tidak sabar untuk kembali!
Kalimat Baru: ","Hari kami di sungai sangat buruk, tidak ingin kembali lagi.",fine-tuned,Kamu tidak menikmati hari kamu di sungai.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ayam gorengnya kering tapi makaroni cabe hijau dan keju enak.
Kalimat Baru: ",Ayam gorengnya lembut dan makaroni cabe hijau dan keju sangat enak.,fine-tuned,"Ayam gorengnya enak, makaroninya kering dan cabe hijau dan keju tidak enak."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ayam gorengnya lembut dan makaroni cabe hijau dan keju sangat enak.
Kalimat Baru: ",Ayam gorengnya kering tapi makaroni cabe hijau dan keju enak.,fine-tuned,Ayamnya kering dan makaroni cabe hijau dan keju sangat hambar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia tidak peduli dengan pelanggannya dan bahkan tidak memperhatikan mereka.
Kalimat Baru: ",Dia sangat teliti dan degan tulus peduli dengan pelanggannya.,fine-tuned,Dia sangat peduli dengan pelanggannya dan memperhatikan mereka saat mereka memilih warna.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia sangat teliti dan degan tulus peduli dengan pelanggannya.
Kalimat Baru: ",Dia tidak peduli dengan pelanggannya dan bahkan tidak memperhatikan mereka.,fine-tuned,Dia tidak teliti atau hormis dengan pelanggannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menghabiskan waktu dengan buruk dan makanan di restoran mereka buruk!
Kalimat Baru: ",Sangat bersenang-senang dan makanan di restoran mereka sempurna!,fine-tuned,Saya menghabiskan waktu yang menyenangkan dan makanannya sangat enak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sangat bersenang-senang dan makanan di restoran mereka sempurna!
Kalimat Baru: ",Saya menghabiskan waktu dengan buruk dan makanan di restoran mereka buruk!,fine-tuned,Sangat kecewa dan makanan di restoran mereka sangat buruk!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan yang buruk dan staff yang buruk sekali.
Kalimat Baru: ",Pelayanan yang hebat dari staffnya.,fine-tuned,Pelayanan yang baik dan staff yang sangat ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan yang hebat dari staffnya.
Kalimat Baru: ",Pelayanan yang buruk dan staff yang buruk sekali.,fine-tuned,Pelayanannya buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: masalah besarnya adalah cahaya biru sangat mengganggu
Kalimat Baru: ",satu-satunya masalah adalah cahaya biru yang mengganggu setelah beberapa saat.,fine-tuned,"tidak ada masalah besar, cahaya biru tidak mengganggu saya sama sekali."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: satu-satunya masalah adalah cahaya biru yang mengganggu setelah beberapa saat.
Kalimat Baru: ",masalah besarnya adalah cahaya biru sangat mengganggu,fine-tuned,satu-satunya hal yang saya sukai adalah cahaya biru yang tidak menarik yang tetap ada setelah beberapa waktu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Apakah itu hal yang baik atau buruk?
Kalimat Baru: ",Saya rasa itu hal yang baik dan bukan hal yang buruk.,fine-tuned,Itu adalah hal yang baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya rasa itu hal yang baik dan bukan hal yang buruk.
Kalimat Baru: ",Apakah itu hal yang baik atau buruk?,fine-tuned,Saya rasa itu hal yang buruk dan bukan hal yang baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ulasan lain tampak lebih positif, tetapi saya hanya memberikan ulasan saya saja.
Kalimat Baru: ","ulasan lain tampak lebih negatif, tetapi saya memberikan ulasan saya sebagai hadiah.",fine-tuned,"pemilik baru yang buruk, ulasannya buruk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ulasan lain tampak lebih negatif, tetapi saya memberikan ulasan saya sebagai hadiah.
Kalimat Baru: ","ulasan lain tampak lebih positif, tetapi saya hanya memberikan ulasan saya saja.",fine-tuned,pemiliknya sangat ramah dan memberikan kami makanan yang enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kaca yang berat, bermotif, dan terlihat berkelas di atas meja
Kalimat Baru: ","kaca yang berat, bermotif, dan terlihat sangat berkelas di atas meja.",fine-tuned,"kaca yang sangat ringan, polos, dan terlihat murah di atas meja."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kaca yang berat, bermotif, dan terlihat sangat berkelas di atas meja.
Kalimat Baru: ","kaca yang berat, bermotif, dan terlihat berkelas di atas meja",fine-tuned,"kaca yang sangat ringan, polos, dan terlihat murah di atas meja."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tamalesnya buruk.
Kalimat Baru: ",Tamales jagung hijau terbaik di sekitar.,fine-tuned,Tamales-tamales ini enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tamales jagung hijau terbaik di sekitar.
Kalimat Baru: ",Tamalesnya buruk.,fine-tuned,Tamales jagung hijau terburuk di sekitar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli mainan ini untuk anak laki-laki saya beberapa tahun yang lalu.
Kalimat Baru: ",saya membeli mainan yang luar biasa ini untuk anak laki-laki saya beberapa tahun yang lalu.,fine-tuned,saya membeli mainan ini untuk anak saya yang berusia num_num bulan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya membeli mainan yang luar biasa ini untuk anak laki-laki saya beberapa tahun yang lalu.
Kalimat Baru: ",saya membeli mainan ini untuk anak laki-laki saya beberapa tahun yang lalu.,fine-tuned,saya membeli mainan ini untuk anak saya yang berusia num_num bulan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: malu pada apa yang sebelumnya merupakan perusahaan yang dapat diandalkan dengan beberapa produk terhormat lainnya.
Kalimat Baru: ",Ini sangat cocok dengan apa yang telah menjadi perusahaan yang dapat diandalkan dengan beberapa produk terhormat lainnya.,fine-tuned,malu pada apa yang sebelumnya merupakan perusahaan yang dapat diandalkan dengan beberapa produk terhormat lainnya
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini sangat cocok dengan apa yang telah menjadi perusahaan yang dapat diandalkan dengan beberapa produk terhormat lainnya.
Kalimat Baru: ",malu pada apa yang sebelumnya merupakan perusahaan yang dapat diandalkan dengan beberapa produk terhormat lainnya.,fine-tuned,ini tidak cocok dengan apa yang telah menjadi perusahaan yang dapat diandalkan dengan beberapa produk terhormat lainnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ketika Dia tidak menjawabnya dengan cepat, Dia segera mematikan teleponnya.
Kalimat Baru: ","Ketika Dia tidak menjawabnya dengan cepat, Dia dengan sabar menunggunya.",fine-tuned,"Ketika Dia menjawab, Dia sangat ramah dan membantu."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ketika Dia tidak menjawabnya dengan cepat, Dia dengan sabar menunggunya.
Kalimat Baru: ","Ketika Dia tidak menjawabnya dengan cepat, Dia segera mematikan teleponnya.",fine-tuned,"Ketika Dia menjawab, itu sangat lambat dan Dia sangat marah."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya akan menyarankan rasa yang lebih tropis dengan air dingin.
Kalimat Baru: ",saya menyarankan rasa yang lebih tropis dengan air dingin.,fine-tuned,saya akan menyarankan rasa yang lebih tropis dengan air dingin yang lebih baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menyarankan rasa yang lebih tropis dengan air dingin.
Kalimat Baru: ",saya akan menyarankan rasa yang lebih tropis dengan air dingin.,fine-tuned,"saya menyarankan rasa yang lebih tropis dengan air dingin, tetapi dia tidak ingin pergi."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Aku bukan salah satu ""Corn People"".
Kalimat Baru: ","Saya salah satu ""Corn People"".",fine-tuned,"Saya bukan salah satu ""Corn People""."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya salah satu ""Corn People"".
Kalimat Baru: ","Aku bukan salah satu ""Corn People"".",fine-tuned,Saya salah satu dari sekian banyak yang menyukai corn people.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Akan lebih banyak bintang jika bahannya tidak terlalu tipis
Kalimat Baru: ",akan menjadi bintang lima jika terbuat dari material yang sedikit lebih berat.,fine-tuned,Saya tidak bisa memberikan bintang yang lebih sedikit karena itu terlalu kecil.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: akan menjadi bintang lima jika terbuat dari material yang sedikit lebih berat.
Kalimat Baru: ",Akan lebih banyak bintang jika bahannya tidak terlalu tipis,fine-tuned,akan menjadi bintang lima jika terbuat dari material yang lebih ringan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan pergi ke sana lagi!
Kalimat Baru: ",Saya pastinya akan pergi ke sana lagi!,fine-tuned,Saya akan pergi ke sana lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya pastinya akan pergi ke sana lagi!
Kalimat Baru: ",Saya tidak akan pergi ke sana lagi!,fine-tuned,Saya tidak akan pergi lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan memesan lagi.
Kalimat Baru: ",Pesanan saya sangat bak dan saya akan memesannya kembali.,fine-tuned,Saya akan memesan lagi makanan yang enak dan penuh dengan iga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pesanan saya sangat bak dan saya akan memesannya kembali.
Kalimat Baru: ",Saya tidak akan memesan lagi.,fine-tuned,Pesanan saya sangat tidak enak dan saya tidak akan memesannya lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya hanya mengunggah gambar-gambar untuk membuktikan pekerjaan mereka yang jelek.
Kalimat Baru: ",Saya hanya mengunggah gambar-gambar untuk membuktikan pekerjaan mereka yang berkualitas.,fine-tuned,saya hanya mengunggah gambar untuk menunjukkan pekerjaan mereka yang luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya hanya mengunggah gambar-gambar untuk membuktikan pekerjaan mereka yang berkualitas.
Kalimat Baru: ",Saya hanya mengunggah gambar-gambar untuk membuktikan pekerjaan mereka yang jelek.,fine-tuned,Saya hanya mengunggah gambar untuk menunjukkan bagaimana pekerjaan mereka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak banyak akhir-akhir ini.
Kalimat Baru: ",Ada banyak akhir-akhir ini.,fine-tuned,Banyak akhir-akhir ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ada banyak akhir-akhir ini.
Kalimat Baru: ",Tidak banyak akhir-akhir ini.,fine-tuned,Tidak ada yang khusus tentang tempat ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bahkan tidak mendapatkan respons.
Kalimat Baru: ",Bahkan mendapatkan respons.,fine-tuned,Mereka selalu merespon dengan cepat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bahkan mendapatkan respons.
Kalimat Baru: ",Bahkan tidak mendapatkan respons.,fine-tuned,Tidak mendapatkan respons dari perusahaan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sebenarnya, terus jalan saja.
Kalimat Baru: ","Sebenarnya, masuklah.",fine-tuned,"Kalau tidak, terus terus jalan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sebenarnya, masuklah.
Kalimat Baru: ","Sebenarnya, terus jalan saja.",fine-tuned,Saya tidak akan pernah masuk ke tempat ini lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: warnanya sangat hitam, dan menambah volume.
Kalimat Baru: ",warna bagus dan volume sempurna,fine-tuned,warna yang dipilih adalah pilihan yang lebih baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: warna bagus dan volume sempurna
Kalimat Baru: ","warnanya sangat hitam, dan menambah volume.",fine-tuned,warna tidak bagus dan volume terlalu kecil.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya ingin menyukai tempat ini namun ini hanya kekecewaan yang besar.
Kalimat Baru: ",Tempat seperti ini memiliki nilai yang sangat bagus.,fine-tuned,Saya ingin menyukai tempat ini dan akan kembali lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat seperti ini memiliki nilai yang sangat bagus.
Kalimat Baru: ",Saya ingin menyukai tempat ini namun ini hanya kekecewaan yang besar.,fine-tuned,Tempat ini memiliki nilai yang sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak ada yang bisa dilihat, bukan tempat yang bagus.
Kalimat Baru: ",Itu adalah tempat yang keren karena banyak yang bisa dilihat dan dicoba.,fine-tuned,Tempat yang bagus untuk melihat hewan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah tempat yang keren karena banyak yang bisa dilihat dan dicoba.
Kalimat Baru: ","Tidak ada yang bisa dilihat, bukan tempat yang bagus.",fine-tuned,Itu adalah tempat yang buruk karena tidak ada yang bisa dilihat atau dicoba.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya merasakan pengalaman yang buruk setiap waktu dari mulai hingga selesai.
Kalimat Baru: ",Saya merasakan pengalaman yang bagus setiap waktu dari mulai sampai selesai.,fine-tuned,Saya merasakan pengalaman yang luar biasa setiap saat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya merasakan pengalaman yang bagus setiap waktu dari mulai sampai selesai.
Kalimat Baru: ",Saya merasakan pengalaman yang buruk setiap waktu dari mulai hingga selesai.,fine-tuned,Saya merasakan pengalaman yang buruk setiap saat dari mulai sampai selesai.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak merekomendasikan drunken dragon noodles jika kamu suka pedas.
Kalimat Baru: ",Saya merekomendasikan drunken dragon noodles untuk para pecinta pedas!,fine-tuned,Saya merekomendasikan drunken dragon noodles jika kamu suka pedas.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya merekomendasikan drunken dragon noodles untuk para pecinta pedas!
Kalimat Baru: ",Saya tidak merekomendasikan drunken dragon noodles jika kamu suka pedas.,fine-tuned,Saya merekomendasikan drunken dragon noodles untuk para tamu!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka seharusnya lebih membantu, baik, dan harga yang masuk akal
Kalimat Baru: ","Mereka sangat membantu, baik, dan harganya masuk akal.",fine-tuned,"Mereka tidak seharusnya lebih baik, baik, dan harga yang masuk akal."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka sangat membantu, baik, dan harganya masuk akal.
Kalimat Baru: ","Mereka seharusnya lebih membantu, baik, dan harga yang masuk akal",fine-tuned,"Mereka sangat tidak membantu, buruk, dan harganya sangat mahal."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Roti lembek dan saus tidak bisa dimakan.
Kalimat Baru: ",Rotinya enak dan sausnya luar biasa.,fine-tuned,Roti dan saus sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rotinya enak dan sausnya luar biasa.
Kalimat Baru: ",Roti lembek dan saus tidak bisa dimakan.,fine-tuned,Rotinya biasa saja dan sausnya tidak terlalu enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Seluruh baju saya dikembalikan dalam keadaan yang buruk!
Kalimat Baru: ",Seluruh baju saya dikembalikan dalam keadaan yang bersih!,fine-tuned,Semua baju saya dikembalikan dalam kondisi yang sangat baik!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Seluruh baju saya dikembalikan dalam keadaan yang bersih!
Kalimat Baru: ",Seluruh baju saya dikembalikan dalam keadaan yang buruk!,fine-tuned,"Semua baju saya hilang, tidak ada yang dikembalikan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: konsepnya hebat dan bekerja dengan sangat baik ketika berhasil.
Kalimat Baru: ",konsepnya sempurna dan bekerja dengan sangat baik secara keseluruhan.,fine-tuned,konsepnya bagus dan bekerja dengan baik sampai mereka memulai perawatan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: konsepnya sempurna dan bekerja dengan sangat baik secara keseluruhan.
Kalimat Baru: ",konsepnya hebat dan bekerja dengan sangat baik ketika berhasil.,fine-tuned,konstruksi ini sangat buruk dan berfungsi dengan baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ini menjadi lampu malam kecil yang bagus untuk anak-anak.
Kalimat Baru: ",ini membuat lampu malam kecil yang bagus dan menakjubkan untuk anak-anak.,fine-tuned,ini menjadi lampu malam yang sangat bagus untuk anak-anak
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ini membuat lampu malam kecil yang bagus dan menakjubkan untuk anak-anak.
Kalimat Baru: ",ini menjadi lampu malam kecil yang bagus untuk anak-anak.,fine-tuned,ini membuat lampu malam yang sangat jelek dan sangat tidak menarik untuk anak-anak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harganya terlalu mahal.
Kalimat Baru: ",Harganya murah dan masuk akal.,fine-tuned,"Harganya cukup mahal, tapi sepadan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harganya murah dan masuk akal.
Kalimat Baru: ",Harganya terlalu mahal.,fine-tuned,Harganya mahal dan tidak masuk akal.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan datang ke salon ini lagi
Kalimat Baru: ",Saya akan datang ke salon ini lagi.,fine-tuned,Saya akan datang ke salon ini lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan datang ke salon ini lagi.
Kalimat Baru: ",Saya tidak akan datang ke salon ini lagi,fine-tuned,Saya tidak akan datang ke salon ini lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: milikku hanyalah sampah, sejauh yang kuketahui.
Kalimat Baru: ","milikku adalah harta karun, sejauh yang kuketahui.",fine-tuned,milikku juga termasuk dalam kategori ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: milikku adalah harta karun, sejauh yang kuketahui.
Kalimat Baru: ","milikku hanyalah sampah, sejauh yang kuketahui.",fine-tuned,milikku lebih baik dari yang bisa kamu temukan di toko grosir mana pun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lumayan dengan buah dan sereal kashii go lean crunch
Kalimat Baru: ",lezat dengan buah dan sereal kashii go lean crunch.,fine-tuned,tidak terlalu enak dengan buah dan go lean crunch.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: lezat dengan buah dan sereal kashii go lean crunch.
Kalimat Baru: ",lumayan dengan buah dan sereal kashii go lean crunch,fine-tuned,selalu memesan buah dan kashii go lean crunch!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak dikenakan biaya sama sekali, tidak seperti saat masih baru
Kalimat Baru: ",itu menahan muatan seperti ketika ponsel saya masih baru.,fine-tuned,"dibayar harga penuh, tidak seperti saat masih baru."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: itu menahan muatan seperti ketika ponsel saya masih baru.
Kalimat Baru: ","tidak dikenakan biaya sama sekali, tidak seperti saat masih baru",fine-tuned,itu tidak menahan muatan seperti ketika ponsel saya masih baru
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka sangat kasar, dan terlalu mahal.
Kalimat Baru: ",Mereka sangat ramah dan dihargai dengan wajar.,fine-tuned,"Mereka sangat baik, dan harga mereka adil."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka sangat ramah dan dihargai dengan wajar.
Kalimat Baru: ","Mereka sangat kasar, dan terlalu mahal.",fine-tuned,Mereka sangat tidak ramah dan tidak menghargai pelanggan mereka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dokter Hall tidak baik atau lembut.
Kalimat Baru: ",Dokter Hall sangat baik dan lembut.,fine-tuned,Dokter Hall sangat baik dan lembut.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dokter Hall sangat baik dan lembut.
Kalimat Baru: ",Dokter Hall tidak baik atau lembut.,fine-tuned,Dokter Hall sangat buruk dan kasar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memiliki banyak masalah dengan kedua bagian tersebut dan tidak merekomendasikan produk tersebut.
Kalimat Baru: ",Saya tidak punya masalah dengan kedua bagian tersebut dan sangat merekomendasikan produk tersebut.,fine-tuned,saya memiliki banyak masalah dengan kedua bagian tersebut dan tidak merekomendasikan produk tersebut.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak punya masalah dengan kedua bagian tersebut dan sangat merekomendasikan produk tersebut.
Kalimat Baru: ",Saya memiliki banyak masalah dengan kedua bagian tersebut dan tidak merekomendasikan produk tersebut.,fine-tuned,Saya punya banyak masalah dengan kedua bagian tersebut dan tidak merekomendasikannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Duduk di luar membuat tempat ini semakin buruk.
Kalimat Baru: ",Kamu harus duduk di luar untuk mendapat pengalaman terbaik dari tempat ini.,fine-tuned,Duduk di luar membuat tempat ini semakin menyenangkan.
