prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami segera duduk dan setiap staff sangat ramah dan bahagia.
Kalimat Baru: ",Kami duduk setelah waktu yang lama dan setiap staff sangat kasar dan mudah marah.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Favorit saya dari Sugar Bowl tidak tersedia.
Kalimat Baru: ","Dan saya memesan favorit saya dari Sugar Bowl, sundae top hat!",base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan saya memesan favorit saya dari Sugar Bowl, sundae top hat!
Kalimat Baru: ",Favorit saya dari Sugar Bowl tidak tersedia.,base,"Saya memesan favorit saya dari Sugar Bowl, es krim!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah Walmart terburuk dari semuanya.
Kalimat Baru: ",Ini adalah Walmart terbaik dari semuanya.,base,Ini adalah Walmart terbaik dari semuanya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah Walmart terbaik dari semuanya.
Kalimat Baru: ",Ini adalah Walmart terburuk dari semuanya.,base,Ini adalah Walmart terburuk dari semuanya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan ini.
Kalimat Baru: ",Kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan peningkatan yang luar biasa ini.,base,Kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan rambut yang indah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan peningkatan yang luar biasa ini.
Kalimat Baru: ",kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan ini.,base,Kami telah merawat rambut kami selama berbulan-bulan dan akhirnya mendapatkan peningkatan yang luar biasa itu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: armada tidak memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.
Kalimat Baru: ",armada memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.,base,Armadia memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: armada memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.
Kalimat Baru: ",armada tidak memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.,base,Kalimat Awal: Armada memiliki cakupan epik dari game serupa seperti homeworld atau bahkan starcraft.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Memesan huevos rancheros, mereka lezat tapi pelayanannya biasa saja.
Kalimat Baru: ",Memesan huevos rancheros dan itu lezat!,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Memesan huevos rancheros dan itu lezat!
Kalimat Baru: ","Memesan huevos rancheros, mereka lezat tapi pelayanannya biasa saja.",base,Saya tidak menyukai huevos rancheros.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Aku terbangun dengan minyak yang licin di wajahku.
Kalimat Baru: ",aku terbangun dengan sesuatu seperti minyak yang licin di wajahku,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku terbangun dengan sesuatu seperti minyak yang licin di wajahku
Kalimat Baru: ",Aku terbangun dengan minyak yang licin di wajahku.,base,Saya terbangun dengan sesuatu yang kasar di wajah saya
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pembohong, pembohong, sering berbohong.
Kalimat Baru: ",Kebenaran kebenaran akan terungkap!,base,"Kejujuran, kejujuran, sering jujur."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kebenaran kebenaran akan terungkap!
Kalimat Baru: ","Pembohong, pembohong, sering berbohong.",base,Fakta akan terbongkar!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya rasa layanan pelanggan starbucks hanya bagus di beberapa lokasi saja.
Kalimat Baru: ",Layanan starbucks bagus di lokasi manapun!,base,Saya rasa layanan pelanggan starbucks sangat bagus di semua lokasi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Layanan starbucks bagus di lokasi manapun!
Kalimat Baru: ",Saya rasa layanan pelanggan starbucks hanya bagus di beberapa lokasi saja.,base,Layanan starbucks jelek di lokasi manapun!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya memesan dua di antaranya dan keduanya tiba dalam waktu seminggu.
Kalimat Baru: ",saya memesan dua di antaranya dan keduanya tiba dalam dua hari.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya memesan dua di antaranya dan keduanya tiba dalam dua hari.
Kalimat Baru: ",saya memesan dua di antaranya dan keduanya tiba dalam waktu seminggu.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selain itu, pisaunya tidak mudah untuk bermanuver mengingat panjangnya.
Kalimat Baru: ","Selain itu, pisaunya mudah untuk digerakkan meskipun panjangnya.",base,"Selain itu, pisaunya mudah untuk bermanuver mengingat panjangnya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Selain itu, pisaunya mudah untuk digerakkan meskipun panjangnya.
Kalimat Baru: ","Selain itu, pisaunya tidak mudah untuk bermanuver mengingat panjangnya.",base,"Selain itu, pisaunya sulit untuk digerakkan meskipun panjangnya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua hari.
Kalimat Baru: ",mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua tahun.,base,Mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua hari.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua tahun.
Kalimat Baru: ",mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua hari.,base,Mereka mengirimi Anda num_num karena masing-masing bertahan sekitar dua tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tapi itu tidak bagus untuk nirkabel, saya belum pernah mengalami yang lebih buruk.
Kalimat Baru: ","tapi tidak buruk untuk nirkabel, saya pernah mengalami yang lebih buruk.",base,Saya belum pernah mengalami yang lebih baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tapi tidak buruk untuk nirkabel, saya pernah mengalami yang lebih buruk.
Kalimat Baru: ","tapi itu tidak bagus untuk nirkabel, saya belum pernah mengalami yang lebih buruk.",base,Saya pernah mengalami yang lebih buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: akan lebih pintar jika memiliki engkol atau sesuatu yang membuatnya lebih mudah
Kalimat Baru: ",berharap ada engkol atau sesuatu yang membuatnya lebih mudah.,base,Lebih sulit jika tidak memiliki engkol
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: berharap ada engkol atau sesuatu yang membuatnya lebih mudah.
Kalimat Baru: ",akan lebih pintar jika memiliki engkol atau sesuatu yang membuatnya lebih mudah,base,Saya berharap saya bisa menemukan engkol atau sesuatu yang membuatnya lebih mudah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak menikmati setiap gigitan.
Kalimat Baru: ",Dan saya menikmati setiap gigitan.,base,Saya menikmati setiap gigitan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan saya menikmati setiap gigitan.
Kalimat Baru: ",Saya tidak menikmati setiap gigitan.,base,Saya tidak menikmati setiap gigitan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia bahkan tidak menawarkan saya untuk datang di lain waktu.
Kalimat Baru: ",Dia dengan mudah menawarkan saya untuk datang di waktu lain.,base,Dia bahkan tidak menawarkan saya untuk datang di lain waktu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia dengan mudah menawarkan saya untuk datang di waktu lain.
Kalimat Baru: ",Dia bahkan tidak menawarkan saya untuk datang di lain waktu.,base,Dia tidak mudah menawarkan saya untuk datang di waktu lain.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya katakan dengan jujur bahwa saya sangat tidak senang kami akan pindah ke az.
Kalimat Baru: ",Saya bisa katakan dengan jujur bahwa saya sangat lega kami bisa pindah ke az.,base,Saya mengatakan dengan jujur bahwa saya sangat senang kami akan pindah ke az.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya bisa katakan dengan jujur bahwa saya sangat lega kami bisa pindah ke az.
Kalimat Baru: ",Saya katakan dengan jujur bahwa saya sangat tidak senang kami akan pindah ke az.,base,Saya bisa katakan dengan jujur bahwa saya sangat kecewa kami bisa pindah ke az.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Panjat tebingnya lumayan.
Kalimat Baru: ",Mereka suka panjat tebing.,base,Saya tidak suka panjat tebingnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka suka panjat tebing.
Kalimat Baru: ",Panjat tebingnya lumayan.,base,Mereka tidak suka panjat tebing.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Seni di gang itu menyeramkan.
Kalimat Baru: ",Seni yang ada di lorong belakang juga sangat keren!,base,Seni di gang itu menghiburkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Seni yang ada di lorong belakang juga sangat keren!
Kalimat Baru: ",Seni di gang itu menyeramkan.,base,Seni yang ada di lorong belakang tidak keren.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu terlalu mahal untuk apa yang kamu dapatkan.
Kalimat Baru: ",Harganya sangat baik.,base,Itu terlalu murah untuk apa yang kamu dapatkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harganya sangat baik.
Kalimat Baru: ",Itu terlalu mahal untuk apa yang kamu dapatkan.,base,Harga sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah saya untuk tidak memperhatikan dengan teliti, saya rasa.
Kalimat Baru: ",Saya memperhatikan dengan seksama.,base,Saya rasa saya benar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memperhatikan dengan seksama.
Kalimat Baru: ","Salah saya untuk tidak memperhatikan dengan teliti, saya rasa.",base,Saya tidak memperhatikan dengan seksama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah satu mangkuk sampah.
Kalimat Baru: ",Itu adalah satu mangkuk kebahagiaan.,base,Saya suka sampah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu adalah satu mangkuk kebahagiaan.
Kalimat Baru: ",Itu adalah satu mangkuk sampah.,base,Satu mangkuk kesusahan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mudahnya, ada tempat yang jauh lebih baik untuk sushi.
Kalimat Baru: ","Mudahnya, ini adalah tempat yang lebih baik untuk sushi.",base,Tidak ada tempat yang lebih baik untuk sushi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mudahnya, ini adalah tempat yang lebih baik untuk sushi.
Kalimat Baru: ","Mudahnya, ada tempat yang jauh lebih baik untuk sushi.",base,Ini adalah tempat yang lebih buruk untuk sushi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sashimi gurita terasa seperti kaos kaki basah.
Kalimat Baru: ",Sashimi gurita adalah favorit saya!,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sashimi gurita adalah favorit saya!
Kalimat Baru: ",Sashimi gurita terasa seperti kaos kaki basah.,base,Saya tidak menyukai sashimi gurita.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Gammage sendiri tidak terlalu megesankan.
Kalimat Baru: ",Gammage sendiri sangat mengesankan.,base,Gammage sendiri sangat megesankan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Gammage sendiri sangat mengesankan.
Kalimat Baru: ",Gammage sendiri tidak terlalu megesankan.,base,Gammage sendiri sangat mengecewakan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu hidangan daging sapi muda terburuk yang pernah saya coba dengan harga yang tidak masuk akal.
Kalimat Baru: ",Salah satu hidangan sapi muda terbaik yang pernah saya coba dengan harga yang wajar.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salah satu hidangan sapi muda terbaik yang pernah saya coba dengan harga yang wajar.
Kalimat Baru: ",Salah satu hidangan daging sapi muda terburuk yang pernah saya coba dengan harga yang tidak masuk akal.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya tidak akan mempercayai apa pun yang lebih besar dari iphone num_extend
Kalimat Baru: ",saya percaya ini karena lebih besar dari iPhone.,base,Saya akan mempercayai apa pun yang lebih besar dari android num_extend
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya percaya ini karena lebih besar dari iPhone.
Kalimat Baru: ",saya tidak akan mempercayai apa pun yang lebih besar dari iphone num_extend,base,Saya tidak percaya ini karena lebih kecil dari iPhone.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: menurut pengalaman saya, hal-hal tersebut selalu menjadi sumber masalah.
Kalimat Baru: ","menurut pengalaman saya, tidak ada masalah dengan mereka.",base,Saya berharap hal-hal tersebut selalu menjadi sumber solusi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: menurut pengalaman saya, tidak ada masalah dengan mereka.
Kalimat Baru: ","menurut pengalaman saya, hal-hal tersebut selalu menjadi sumber masalah.",base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat aneh, saya bertanya kepadanya apakah Dia bercanda?
Kalimat Baru: ","Itu sangat lucu, saya bertanya kepadanya apakah Dia bercanda?",base,Saya bertanya kepadanya apakah Dia serius?
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat lucu, saya bertanya kepadanya apakah Dia bercanda?
Kalimat Baru: ","Itu sangat aneh, saya bertanya kepadanya apakah Dia bercanda?",base,Saya bertanya kepadanya apakah Dia serius?
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayan wanita tua yang kasar itu benar-benar membuat suasana jadi buruk.
Kalimat Baru: ",Pelayan wanita tua itu sangat baik hati.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayan wanita tua itu sangat baik hati.
Kalimat Baru: ",Pelayan wanita tua yang kasar itu benar-benar membuat suasana jadi buruk.,base,Pelayan wanita tua itu sangat kasar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk toko lokal, tempat ini sangat buruk!
Kalimat Baru: ","Untuk toko lokal, tempat ini bagus!",base,"Untuk toko lokal, tempat ini sangat bagus!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk toko lokal, tempat ini bagus!
Kalimat Baru: ","Untuk toko lokal, tempat ini sangat buruk!",base,"Untuk toko lokal, tempat ini buruk!"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pelayanan hebat di bar tempat kami membuat reservasi di sebelah.
Kalimat Baru: ",Diperlakukan dengan buruk di bar di tempat kami membuat reservasi di sebelah.,base,Kami menyukai bar tempat kami membuat reservasi di sebelah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Diperlakukan dengan buruk di bar di tempat kami membuat reservasi di sebelah.
Kalimat Baru: ",Pelayanan hebat di bar tempat kami membuat reservasi di sebelah.,base,Saya merasa dihormati di bar di tempat kami membuat reservasi di sebelah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tim manajemen yang baru sangat buruk!
Kalimat Baru: ",Tim manajemen yang baru sangat hebat !,base,Tim manajemen yang baru sangat baik!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tim manajemen yang baru sangat hebat !
Kalimat Baru: ",Tim manajemen yang baru sangat buruk!,base,Tim manajemen yang baru sangat jelek !
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Oj dan Jeremy melakukan pekerjaan yang buruk!
Kalimat Baru: ",Oj dan Jeremy melakukan pekerjaan yang baik!,base,Jeremy dan Oj melakukan pekerjaan yang baik!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Oj dan Jeremy melakukan pekerjaan yang baik!
Kalimat Baru: ",Oj dan Jeremy melakukan pekerjaan yang buruk!,base,Jeremy dan Oj melakukan pekerjaan yang baik!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat yang buruk untuk ditinggali.
Kalimat Baru: ",Tempat ini adalah tempat yang baik untuk ditinggali.,base,Tempat ini adalah tempat yang baik untuk ditinggali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat yang baik untuk ditinggali.
Kalimat Baru: ",Tempat ini adalah tempat yang buruk untuk ditinggali.,base,Tempat ini adalah tempat yang buruk untuk ditinggali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: aku mengatakan ini sebagai pria dengan pergelangan tangan yang cukup tipis juga.
Kalimat Baru: ",Saya mengatakan ini sebagai seorang pria yang beruntung memiliki pergelangan tangan yang tipis juga.,base,Saya mengatakan ini sebagai pria dengan pergelangan tangan yang cukup tebal juga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mengatakan ini sebagai seorang pria yang beruntung memiliki pergelangan tangan yang tipis juga.
Kalimat Baru: ",aku mengatakan ini sebagai pria dengan pergelangan tangan yang cukup tipis juga.,base,Saya mengatakan ini sebagai seorang pria yang tidak beruntung memiliki pergelangan tangan yang tebal juga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Menu yang sangat buruk, harga yang mahal, layanan pelanggan yang buruk.
Kalimat Baru: ","Menu yang baik , harga yang sesuai, pelayanan yang bagus untuk makan malam dan sarapan!",base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Menu yang baik , harga yang sesuai, pelayanan yang bagus untuk makan malam dan sarapan!
Kalimat Baru: ","Menu yang sangat buruk, harga yang mahal, layanan pelanggan yang buruk.",base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat dimana pelanggan menjadi yang terakhir dan diperlakukan dengan buruk.
Kalimat Baru: ",Tempat ini adalah tempat dimana pelanggan menjadi yang utama dan diperlakukan dengan baik.,base,Tempat ini adalah tempat yang baik untuk dikunjungi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tempat ini adalah tempat dimana pelanggan menjadi yang utama dan diperlakukan dengan baik.
Kalimat Baru: ",Tempat ini adalah tempat dimana pelanggan menjadi yang terakhir dan diperlakukan dengan buruk.,base,Tempat ini adalah tempat yang buruk dimana pelanggan menjadi yang utama dan diperlakukan dengan buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak baik untuk pergi keesokan paginya, benar-benar kotor.
Kalimat Baru: ","ada baiknya berangkat keesokan paginya, bersih sepenuhnya.",base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ada baiknya berangkat keesokan paginya, bersih sepenuhnya.
Kalimat Baru: ","Tidak baik untuk pergi keesokan paginya, benar-benar kotor.",base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tapi sayangnya wanita kasar itu yang mengamati kami.
Kalimat Baru: ",Tapi untungnya wanita kasar itu bukan yang mengamati kami.,base,Tapi sayangnya pria kasar itu yang mengamati kami.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tapi untungnya wanita kasar itu bukan yang mengamati kami.
Kalimat Baru: ",Tapi sayangnya wanita kasar itu yang mengamati kami.,base,Tapi ruginya wanita kasar itu bukan yang mengamati kami.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Humornya membuat kunjungan rutin menjadi membosankan.
Kalimat Baru: ",Humornya membuat kunjungan rutin menjadi menghibur.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Humornya membuat kunjungan rutin menjadi menghibur.
Kalimat Baru: ",Humornya membuat kunjungan rutin menjadi membosankan.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tetapi itu mungkin sangat buruk juga!
Kalimat Baru: ",Tetapi itu mungkin tidak buruk juga!,base,Saya tidak akan mengatakan itu mungkin sangat buruk!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tetapi itu mungkin tidak buruk juga!
Kalimat Baru: ",Tetapi itu mungkin sangat buruk juga!,base,Saya tidak menyukai tempat ini!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dan biaya pembersihannya sangat mahal.
Kalimat Baru: ",Harganya bagus.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Harganya bagus.
Kalimat Baru: ",Dan biaya pembersihannya sangat mahal.,base,Harga mahal.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya selalu buruk ketika saya memesan di sini.
Kalimat Baru: ",Makanannya selalu luar biasa tidak peduli apa yang saya pesan.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanannya selalu luar biasa tidak peduli apa yang saya pesan.
Kalimat Baru: ",Makanannya selalu buruk ketika saya memesan di sini.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini bukan sesuatu yang langka dan saya tidak senang telah menemukannya.
Kalimat Baru: ",Ini adalah sesuatu yang langka dan saya sangat bersemangat telah menemukannya.,base,Saya senang telah menemukannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah sesuatu yang langka dan saya sangat bersemangat telah menemukannya.
Kalimat Baru: ",Ini bukan sesuatu yang langka dan saya tidak senang telah menemukannya.,base,Saya sangat kecewa telah menemukannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: untuk tujuan saya ini adalah item terburuk.
Kalimat Baru: ",untuk tujuan saya ini adalah barang yang sempurna.,base,Untuk tujuan saya ini adalah yang terbaik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: untuk tujuan saya ini adalah barang yang sempurna.
Kalimat Baru: ",untuk tujuan saya ini adalah item terburuk.,base,Saya tidak bisa menemukan barang yang lebih baik untuk tujuan saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan merekomendasikan kasus ini kepada teman saya.
Kalimat Baru: ",saya akan merekomendasikan kasus ini kepada teman saya.,base,Saya akan merekomendasikan kasus ini kepada teman saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya akan merekomendasikan kasus ini kepada teman saya.
Kalimat Baru: ",Saya tidak akan merekomendasikan kasus ini kepada teman saya.,base,Saya tidak akan merekomendasikan kasus ini kepada teman saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka menagih saya untuk pekerjaan yang tidak dilakukan dan bagian yang tidak dipasang.
Kalimat Baru: ",Mereka hanya menagih saya pekerjaan yang dilakukan dan bagian yang dipasang.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka hanya menagih saya pekerjaan yang dilakukan dan bagian yang dipasang.
Kalimat Baru: ",Mereka menagih saya untuk pekerjaan yang tidak dilakukan dan bagian yang tidak dipasang.,base,Saya tidak meminta mereka melakukan pekerjaan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya terutama menggunakan blentec saya sekarang tetapi saya mencari sesuatu yang lebih baik.
Kalimat Baru: ",saya kebanyakan menggunakan blentec saya sekarang tetapi belum menjual vitamixnya.,base,Saya terutama menggunakan blentec saya sekarang tetapi saya mencari sesuatu yang lebih baik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya kebanyakan menggunakan blentec saya sekarang tetapi belum menjual vitamixnya.
Kalimat Baru: ",saya terutama menggunakan blentec saya sekarang tetapi saya mencari sesuatu yang lebih baik.,base,Saya kebanyakan menggunakan blentec saya sekarang tetapi belum menjual vitamixnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya benar-benar tidak suka bagaimana pelindung meja ini melengkung di tepi meja.
Kalimat Baru: ",saya sangat suka bagaimana pelindung meja ini melengkung di tepi meja.,base,Saya benar-benar menyukai bagaimana pelindung meja ini lurus di tepi meja.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya sangat suka bagaimana pelindung meja ini melengkung di tepi meja.
Kalimat Baru: ",saya benar-benar tidak suka bagaimana pelindung meja ini melengkung di tepi meja.,base,Saya sangat tidak menyukai bagaimana pelindung meja ini melengkung di tepi meja.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Untuk urusan pizza, ini termasuk yang terburuk yang pernah saya makan.
Kalimat Baru: ",Ini termasuk pizza terbaik yang pernah saya makan.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini termasuk pizza terbaik yang pernah saya makan.
Kalimat Baru: ","Untuk urusan pizza, ini termasuk yang terburuk yang pernah saya makan.",base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Salsa tidak panas atau enak.
Kalimat Baru: ",Salsa masih panas dan enak.,base,Salsa enak.
